Erling Haaland, ST, Manchester City, Norway, Value: 916, https://fifastatic.fifaindex.com/FIFA24/players/239085.png, 00001
Alexis Martín Arias, GK, Argentinos Juniors, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/217805.png, 02136
Julien De Sart, CM/CDM, Gent, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/217287.png, 02137
Moses Simon, LM/ST, FC Nantes, Nigeria, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216820.png, 02138
Salih Uçan, CM/CDM/CAM, Beşiktaş, Turkey, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216814.png, 02139
Wesley Hoedt, CB, Watford, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216774.png, 02140
Léo Dubois, RB/LB, Istanbul Başakşehir FK, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216643.png, 02141
Akapo, RB/LB/RM, San Jose Earthquakes, Equatorial Guinea, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216605.png, 02142
Maximilian Philipp, CF/CAM, SC Freiburg, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216497.png, 02143
Jake Cooper, CB, Millwall, England, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/216481.png, 02144
Yury Lodygin, GK, Panathinaikos, Russia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216336.png, 02145
Angus Gunn, GK, Norwich City, Scotland, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/216325.png, 02146
Marcel Tisserand, CB/RB, Al Ettifaq, DR Congo, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216247.png, 02147
Lawrence Shankland, ST/CF/CAM, Heart of Midlothian, Scotland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216218.png, 02148
Cican Stanković, GK, AEK, Austria, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216175.png, 02149
Armando Izzo, CB, AC Monza, Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216145.png, 02150
Leonardo Gil, CM/CDM/CAM, Colo-Colo, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/216020.png, 02151
Tin Jedvaj, CB, Panathinaikos, Croatia, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/215930.png, 02152
Robert Skov, RWB/LWB/RM, TSG 1899 Hoffenheim, Denmark, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/215449.png, 02153
Philip Zinckernagel, CAM/CF/LW, Club Brugge, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215443.png, 02154
Lucas Janson, LM/LW, Boca Juniors, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215202.png, 02155
Fernando Zuqui, CM/CDM, Estudiantes de La Plata, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215155.png, 02156
Darío Benedetto, ST, Boca Juniors, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215061.png, 02157
Iván Marcone, CDM/CM, Independiente, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215057.png, 02158
Lisandro López, CB, Al Khaleej, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/215051.png, 02159
Matías Catalán, CB/RB, Talleres de Córdoba, Chile, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214990.png, 02160
Leonel Miranda, CM, Racing Club de Avellaneda, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214988.png, 02161
Diego Rodríguez, GK, Godoy Cruz, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214933.png, 02162
Leandro Díaz, ST, Lanús, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214777.png, 02163
Carlos Izquierdoz, CB, Real Sporting de Gijón, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214766.png, 02164
Christian Cueva, CAM/LW/CM, Alianza Lima, Peru, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/214692.png, 02165
Ryan Christie, RM/RW, AFC Bournemouth, Scotland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213884.png, 02166
Mikael Uhre, ST, Philadelphia Union, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213815.png, 02167
Puertas, RM/LM, Granada CF, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213577.png, 02168
Adrien Tameze, CM/CDM, Torino, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213242.png, 02169
Joo Min Kyu, ST, Ulsan Hyundai, Korea Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213189.png, 02170
Stanislav Kritsyuk, GK, Gil Vicente FC, Russia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/213150.png, 02171
Daniel Amartey, CB, Beşiktaş, Ghana, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212883.png, 02172
Óscar Duarte, CB, Al Wehda, Costa Rica, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212772.png, 02173
Tozé, CM/CAM, Al Hazem, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212729.png, 02174
Wesley Saïd, ST, RC Lens, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212613.png, 02175
Tiago Silva, CM/CAM, Vitória de Guimarães, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212474.png, 02176
Jo Hyeon Woo, GK, Ulsan Hyundai, Korea Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212432.png, 02177
Riechedly Bazoer, CB/CDM/CM, AZ, Netherlands, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/212269.png, 02178
Hwang Ui Jo, ST/LW, Norwich City, Korea Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212260.png, 02179
Roberto Gagliardini, CDM/CM, AC Monza, Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212153.png, 02180
Thomas Strakosha, GK, Brentford, Albania, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/212151.png, 02181
Max Meyer, CAM/CM, FC Luzern, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/212150.png, 02182
Günay Güvenç, GK, Galatasaray, Turkey, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211908.png, 02183
Alex Muñoz, LB/CB, Levante UD, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211857.png, 02184
Kevin Akpoguma, CB/RWB, TSG 1899 Hoffenheim, Nigeria, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/211856.png, 02185
Neal Maupay, ST, Brentford, France, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/211784.png, 02186
John Swift, CAM/CM, West Bromwich Albion, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211506.png, 02187
Karol Linetty, CM/CF, Torino, Poland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211408.png, 02188
Jackson Irvine, CM, FC St. Pauli, Australia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211378.png, 02189
Tom Lockyer, CB, Luton Town, Wales, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/211363.png, 02190
Gianluca Lapadula, ST, Cagliari, Peru, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/211302.png, 02191
Rubén Blanco, GK, Olympique de Marseille, Spain, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/211101.png, 02192
Federico Ceccherini, CB, Fatih Karagümrük S.K., Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/210964.png, 02193
Pablo De Blasis, CAM/CM, Gimnasia y Esgrima La Plata, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/210950.png, 02194
Andreas Gianniotis, GK, Kasımpaşa, Greece, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/210327.png, 02195
Romell Quioto, ST, CF Montréal, Honduras, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/210321.png, 02196
Christian Burgess, CB, Union Saint-Gilloise, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/210044.png, 02197
Joshua Brenet, RB/LB, FC Twente, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/209818.png, 02198
Eugenio Mena, LB, Universidad Católica, Chile, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/209744.png, 02199
Stefan Mitrović, CB, Getafe CF, Serbia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/209547.png, 02200
Rubén Sobrino, LM/RM/ST, Cádiz CF, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/208622.png, 02201
Alfred Duncan, CM, Fiorentina, Ghana, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/208535.png, 02202
Hörður Magnússon, CB/LB, Panathinaikos, Iceland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/208522.png, 02203
Thomas Foket, RB, Stade de Reims, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/208509.png, 02204
Dimitrios Kourbelis, CDM/CB/CM, Trabzonspor, Greece, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/208260.png, 02205
Carlos Bacca, ST, Junior de Barranquilla, Colombia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/207664.png, 02206
Sergio Rico, GK, Paris Saint-Germain, Spain, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/206652.png, 02207
Will Hughes, CM/CDM, Crystal Palace, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/206516.png, 02208
Calum Chambers, CB/RB/CDM, Aston Villa, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/205989.png, 02209
Stefan Ristovski, RB/CB/RM, Dinamo Zagreb, North Macedonia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/205965.png, 02210
Rob Schoofs, CM/CDM/CAM, KV Mechelen, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/205369.png, 02211
Matija Nastasić, CB, RCD Mallorca, Serbia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/205362.png, 02212
John Egan, CB, Sheffield United, Republic of Ireland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204936.png, 02213
Lorenzo Melgarejo, ST/LM, Libertad, Paraguay, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204699.png, 02214
Stefan Schwab, CM/CDM, PAOK, Austria, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204688.png, 02215
Luís Neto, CB, Sporting CP, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204341.png, 02216
Hendrik Van Crombrugge, GK, Genk, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204308.png, 02217
Jens Jønsson, CDM/CM, AEK, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204152.png, 02218
Jakub Brabec, CB, NG - FA, Czech Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/204121.png, 02219
Virgil Misidjan, LM/RM, Al Tai, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/203725.png, 02220
Dimitri Foulquier, RB/RWB/CB, Valencia CF, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/203177.png, 02221
Jannik Vestergaard, CB, Leicester City, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/202849.png, 02222
Jack Stephens, CB, Southampton, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/202697.png, 02223
Danny da Costa, RWB/RM, 1. FSV Mainz 05, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/202429.png, 02224
Darlington Nagbe, CM/CDM, Columbus Crew, United States, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/202078.png, 02225
Robert Žulj, CAM/CF, LASK, Austria, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/201290.png, 02226
Yoon Bit Garam, CM/CDM, Suwon FC, Korea Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/200601.png, 02227
Adam Maher, CDM/CM, Damac FC, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/200223.png, 02228
Anders Christiansen, CM/CAM, Malmö FF, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199792.png, 02229
Luca Caldirola, CB, AC Monza, Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199776.png, 02230
Josué, CAM/CM/CF, Legia Warszawa, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199739.png, 02231
André André, CM/CDM, Vitória de Guimarães, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199626.png, 02232
Sergi Gómez, CB, RCD Espanyol, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199577.png, 02233
Bruno Martins Indi, CB, AZ, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199550.png, 02234
Jaroslav Zelený, LWB/LM/CB, Sparta Praha, Czech Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199323.png, 02235
Lukáš Hejda, CB, Viktoria Plzeň, Czech Republic, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199244.png, 02236
Ross Barkley, CAM/CM, Luton Town, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199189.png, 02237
Sergio Álvarez, CDM/RB/CB, SD Eibar, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/199158.png, 02238
Nampalys Mendy, CDM/CM, RC Lens, Senegal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198861.png, 02239
Fredrik Midtsjø, CM/CDM, Pendikspor, Norway, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198658.png, 02240
Lee Nicholls, GK, Huddersfield Town, England, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/198285.png, 02241
Germán, CB, Racing de Santander, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198230.png, 02242
Benjamin Stambouli, CDM/CB/CM, Adana Demirspor, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198200.png, 02243
Sergio Araujo, ST/CAM, AEK, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198145.png, 02244
Samu Sáiz, CAM/LM, Sivasspor, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/198143.png, 02245
Jordan Ayew, RW/LW, Crystal Palace, Ghana, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/197756.png, 02246
Simone Verdi, CF/CAM, Como, Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/196889.png, 02247
Carlos Lampe, GK, Bolívar, Bolivia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/196885.png, 02248
Moisés, CAM/CM/CDM, Shandong Taishan, Brazil, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/195412.png, 02249
Tom Cairney, CM/CAM, Fulham, Scotland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/195202.png, 02250
Mathew Leckie, LM/RM/CM, Melbourne City, Australia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/195033.png, 02251
Wahbi Khazri, ST/LM/CAM, Montpellier HSC, Tunisia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/194845.png, 02252
Borja García, CM/LM/CAM, Girona FC, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/194761.png, 02253
Pontus Jansson, CB, Malmö FF, Sweden, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/194201.png, 02254
Knowledge Musona, CAM/LM/LW, Al Riyadh, Zimbabwe, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/194171.png, 02255
Filip Đuričić, CAM/LM, Panathinaikos, Serbia, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/193881.png, 02256
Karl Darlow, GK, Leeds United, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/193331.png, 02257
Vincent Le Goff, LB/LWB/CB, FC Lorient, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/193148.png, 02258
Jens Stryger Larsen, RB/LB, Trabzonspor, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/193133.png, 02259
Maxime Gonalons, CDM/CM, Clermont Foot, France, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/193116.png, 02260
Mateusz Klich, CM/CDM/CF, D.C. United, Poland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/192955.png, 02261
Luis Miguel Rodríguez, ST/CF/CAM, Central Córdoba, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/192906.png, 02262
Leandro Cabrera, CB/LB, RCD Espanyol, Uruguay, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/192816.png, 02263
Escudero, LB/LM, Real Valladolid, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/192679.png, 02264
Kike García, ST, Deportivo Alavés, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/192678.png, 02265
Adam Smith, RB/RWB, AFC Bournemouth, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/190885.png, 02266
Tolgay Arslan, CM/CDM, Melbourne City, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/190761.png, 02267
Nathaniel Clyne, RB, Crystal Palace, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/190456.png, 02268
Cote, LB/LWB, Real Sporting de Gijón, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/190143.png, 02269
Kiko Femenía, RB/RWB, Villarreal CF, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/189860.png, 02270
Liam Cooper, CB, Leeds United, Scotland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/189456.png, 02271
Ryan Jack, CM/CDM, Rangers, Scotland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/189218.png, 02272
Victor Wanyama, CDM/CM, CF Montréal, Kenya, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/188942.png, 02273
Cristian Álvarez, GK, Real Zaragoza, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/188938.png, 02274
Mauricio Isla, RB, Independiente, Chile, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/187800.png, 02275
Carlos Zambrano, CB, Alianza Lima, Peru, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/187132.png, 02276
Cheikhou Kouyaté, CDM/CM/CB, Nottingham Forest, Senegal, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/186801.png, 02277
Sven Ulreich, GK, Bayern München, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186569.png, 02278
Aaron Ramsey, CM/CAM, Cardiff City, Wales, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186561.png, 02279
Joel Ward, RB, Crystal Palace, England, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186392.png, 02280
Leroy Fer, CDM/CM/CB, Alanyaspor, Netherlands, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186351.png, 02281
Gaël Kakuta, CAM/CM/ST, Amiens SC, DR Congo, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186197.png, 02282
Ron-Robert Zieler, GK, Hannover 96, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186148.png, 02283
Oliver Norwood, CDM/CM, Sheffield United, Northern Ireland, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/186143.png, 02284
Ömer Toprak, CB, Antalyaspor, Turkey, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/185239.png, 02285
Massimo Coda, ST, Cremonese, Italy, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/185144.png, 02286
Christian Benteke, ST, D.C. United, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/184111.png, 02287
Simon Terodde, ST, FC Schalke 04, Germany, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/183714.png, 02288
Fran Mérida, CM/CDM, Tianjin Jinmen Tiger, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/183520.png, 02289
Zanka, CB, Brentford, Denmark, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/183491.png, 02290
Oier, GK, FC Andorra, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/183141.png, 02291
Emiliano Vecchio, CAM/CM, Racing Club de Avellaneda, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/179765.png, 02292
Miguel Ángel Torrén, CB, Argentinos Juniors, Argentina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/176920.png, 02293
Vadis Odjidja-Ofoe, CM/CAM, Hajduk Split, Belgium, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/175895.png, 02294
Asmir Begović, GK, Queens Park Rangers, Bosnia & Herzegovina, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/172723.png, 02295
Bebé, LM/RM, Rayo Vallecano, Cape Verde, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/166074.png, 02296
Magnus Wolff Eikrem, CAM/ST, Molde FK, Norway, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/153048.png, 02297
Oscar Gloukh, CAM, RB Salzburg, Israel, Value: 377, https://fifastatic.fifaindex.com/FIFA24/players/274288.png, 02298
Rafiu Durosinmi, ST, Viktoria Plzeň, Nigeria, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/273128.png, 02299
Adam Vlkanova, CAM/LM/RM, Viktoria Plzeň, Czech Republic, Value: 150, https://fifastatic.fifaindex.com/FIFA24/players/271644.png, 02300
Rico Lewis, RB/CDM, Manchester City, England, Value: 381, https://fifastatic.fifaindex.com/FIFA24/players/271574.png, 02301
Duk, ST/LM/LW, Aberdeen, Cape Verde, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/270611.png, 02302
Lautaro Díaz, ST/CF, Independiente del Valle, Argentina, Value: 158, https://fifastatic.fifaindex.com/FIFA24/players/269867.png, 02303
Arthur Vermeeren, CDM/CM, Antwerp, Belgium, Value: 379, https://fifastatic.fifaindex.com/FIFA24/players/269859.png, 02304
David Douděra, RM/RB, Slavia Praha, Czech Republic, Value: 156, https://fifastatic.fifaindex.com/FIFA24/players/269509.png, 02305
Alexsandro Ribeiro, CB, LOSC Lille, Brazil, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/269493.png, 02306
Yahya Attiat-Allah, LB, NG - FA, Morocco, Value: 150, https://fifastatic.fifaindex.com/FIFA24/players/268866.png, 02307
David Jurásek, LB, Benfica, Czech Republic, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/267594.png, 02308
Yira Sor, RM/ST, Genk, Nigeria, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/266616.png, 02309
Abdessamad Ezzalzouli, LM/RM, Real Betis Balompié, Morocco, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/264432.png, 02310
Oday Dabbagh, ST, Charleroi, Palestine, Value: 156, https://fifastatic.fifaindex.com/FIFA24/players/264321.png, 02311
Matteo Cancellieri, RM/CF, Empoli, Italy, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/263929.png, 02312
Agirrezabala, GK, Athletic Club de Bilbao, Spain, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/263880.png, 02313
Miguel Maga, RWB/RB, Vitória de Guimarães, Portugal, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/263653.png, 02314
Jakub Pešek, RW/LW, Sparta Praha, Czech Republic, Value: 150, https://fifastatic.fifaindex.com/FIFA24/players/263288.png, 02315
Emir Sahiti, RM/LM/RW, Hajduk Split, Kosovo, Value: 156, https://fifastatic.fifaindex.com/FIFA24/players/263056.png, 02316
André Franco, CAM/CM/RM, FC Porto, Portugal, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/262414.png, 02317
Björn Meijer, LB/LM/LWB, Club Brugge, Netherlands, Value: 379, https://fifastatic.fifaindex.com/FIFA24/players/262219.png, 02318
Ezequiel Fernández, CDM/CM, Boca Juniors, Argentina, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/262151.png, 02319
Antonio Blanco, CDM/CM, Deportivo Alavés, Spain, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/261987.png, 02320
Senne Lynen, CDM/CM, Werder Bremen, Belgium, Value: 158, https://fifastatic.fifaindex.com/FIFA24/players/261659.png, 02321
Quentin Merlin, LB/LWB, FC Nantes, France, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/261616.png, 02322
Bamba Dieng, ST, FC Lorient, Senegal, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/261084.png, 02323
Gastón Benavídez, RB/RWB/CB, Talleres de Córdoba, Argentina, Value: 152, https://fifastatic.fifaindex.com/FIFA24/players/261081.png, 02324
Andrés Desábato, GK, Barracas Central, Argentina, Value: 150, https://fifastatic.fifaindex.com/FIFA24/players/261014.png, 02325
Simon Adingra, LM/ST, Brighton & Hove Albion, Ivory Coast, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/260779.png, 02326
Exequiel Zeballos, RM/RW/LW, Boca Juniors, Argentina, Value: 377, https://fifastatic.fifaindex.com/FIFA24/players/260601.png, 02327
Martin Vitík, CB/RB, Sparta Praha, Czech Republic, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/259748.png, 02328
Dion Lopy, CDM/CM, UD Almería, Senegal, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/259190.png, 02329
Mees Hilgers, CB, FC Twente, Netherlands, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/259163.png, 02330
Aimar Oroz, CM/ST/CAM, CA Osasuna, Spain, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/258937.png, 02331
Cameron Archer, ST, Sheffield United, England, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/258930.png, 02332
João Victor, CB, Benfica, Brazil, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/258861.png, 02333
Illia Zabarnyi, CB, AFC Bournemouth, Ukraine, Value: 166, https://fifastatic.fifaindex.com/FIFA24/players/258781.png, 02334
Johann Lepenant, CDM/CM, Olympique Lyonnais, France, Value: 162, https://fifastatic.fifaindex.com/FIFA24/players/258619.png, 02335
Zarraga, CM/RM, Udinese, Spain, Value: 160, https://fifastatic.fifaindex.com/FIFA24/players/258615.png, 02336
Eliot Matazo, CDM/CM, AS Monaco, Belgium, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/258433.png, 02337
Anthony Elanga, RW/ST/LW, Nottingham Forest, Sweden, Value: 168, https://fifastatic.fifaindex.com/FIFA24/players/257470.png, 02338
Amar Dedić, RB/LB, RB Salzburg, Bosnia & Herzegovina, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/257345.png, 02339
Lucas Gourna-Douath, CDM/CM, RB Salzburg, France, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/257271.png, 02340
Michel Ange Balikwisha, LM/ST/CAM, Antwerp, Belgium, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/257208.png, 02341
Jérémy Le Douaron, ST/LW, Stade Brestois 29, France, Value: 156, https://fifastatic.fifaindex.com/FIFA24/players/257111.png, 02342
Lesley Ugochukwu, CM/CDM, Chelsea, France, Value: 375, https://fifastatic.fifaindex.com/FIFA24/players/257084.png, 02343
Luca Netz, LB/LM, Borussia M'gladbach, Germany, Value: 164, https://fifastatic.fifaindex.com/FIFA24/players/256781.png, 02344
